Name,ID
黏土块,minecraft:clay
煤炭块,minecraft:coal_block
煤矿石,minecraft:coal_ore
砂土,minecraft:coarse_dirt
深板岩圆石,minecraft:cobbled_deepslate
深板岩圆石台阶,minecraft:cobbled_deepslate_slab
深板岩圆石楼梯,minecraft:cobbled_deepslate_stairs
深板岩圆石墙,minecraft:cobbled_deepslate_wall
圆石,minecraft:cobblestone
圆石台阶,minecraft:cobblestone_slab
圆石楼梯,minecraft:cobblestone_stairs
圆石墙,minecraft:cobblestone_wall
蜘蛛网,minecraft:cobweb
可可果,minecraft:cocoa
命令方块,minecraft:command_block
红石比较器,minecraft:comparator
堆肥桶,minecraft:composter
潮涌核心,minecraft:conduit
铜块,minecraft:copper_block
铜矿石,minecraft:copper_ore
矢车菊,minecraft:cornflower
裂纹深板岩砖,minecraft:cracked_deepslate_bricks
裂纹深板岩瓦,minecraft:cracked_deepslate_tiles
裂纹下界砖块,minecraft:cracked_nether_bricks
裂纹磨制黑石砖,minecraft:cracked_polished_blackstone_bricks
裂纹石砖,minecraft:cracked_stone_bricks
工作台,minecraft:crafting_table
苦力怕的头,minecraft:creeper_head
墙上的苦力怕的头,minecraft:creeper_wall_head
绯红木按钮,minecraft:crimson_button
绯红木门,minecraft:crimson_door
绯红木栅栏,minecraft:crimson_fence
绯红木栅栏门,minecraft:crimson_fence_gate
绯红菌,minecraft:crimson_fungus
绯红菌核,minecraft:crimson_hyphae
绯红菌岩,minecraft:crimson_nylium
绯红木板,minecraft:crimson_planks
绯红木压力板,minecraft:crimson_pressure_plate
绯红菌索,minecraft:crimson_roots
绯红木告示牌,minecraft:crimson_sign
绯红木台阶,minecraft:crimson_slab
绯红木楼梯,minecraft:crimson_stairs
绯红菌柄,minecraft:crimson_stem
绯红木活板门,minecraft:crimson_trapdoor
墙上的绯红木告示牌,minecraft:crimson_wall_sign
哭泣的黑曜石,minecraft:crying_obsidian
切制铜块,minecraft:cut_copper
切制铜台阶,minecraft:cut_copper_slab
切制铜楼梯,minecraft:cut_copper_stairs
切制红砂岩,minecraft:cut_red_sandstone
切制红砂岩台阶,minecraft:cut_red_sandstone_slab
切制砂岩,minecraft:cut_sandstone
切制砂岩台阶,minecraft:cut_sandstone_slab
青色旗帜,minecraft:cyan_banner
青色床,minecraft:cyan_bed
青色蜡烛,minecraft:cyan_candle
插上青色蜡烛的蛋糕,minecraft:cyan_candle_cake
青色地毯,minecraft:cyan_carpet
青色混凝土,minecraft:cyan_concrete
青色混凝土粉末,minecraft:cyan_concrete_powder
青色带釉陶瓦,minecraft:cyan_glazed_terracotta
青色潜影盒,minecraft:cyan_shulker_box
青色染色玻璃,minecraft:cyan_stained_glass
青色染色玻璃板,minecraft:cyan_stained_glass_pane
青色陶瓦,minecraft:cyan_terracotta
墙上的青色旗帜,minecraft:cyan_wall_banner
青色羊毛,minecraft:cyan_wool
损坏的铁砧,minecraft:damaged_anvil
蒲公英,minecraft:dandelion
深色橡木按钮,minecraft:dark_oak_button
深色橡木门,minecraft:dark_oak_door
深色橡木栅栏,minecraft:dark_oak_fence
深色橡木栅栏门,minecraft:dark_oak_fence_gate
深色橡树树叶,minecraft:dark_oak_leaves
深色橡木原木,minecraft:dark_oak_log
深色橡木木板,minecraft:dark_oak_planks
深色橡木压力板,minecraft:dark_oak_pressure_plate
深色橡树树苗,minecraft:dark_oak_sapling
深色橡木告示牌,minecraft:dark_oak_sign
深色橡木台阶,minecraft:dark_oak_slab
深色橡木楼梯,minecraft:dark_oak_stairs
深色橡木活板门,minecraft:dark_oak_trapdoor
墙上的深色橡木告示牌,minecraft:dark_oak_wall_sign
深色橡木,minecraft:dark_oak_wood
暗海晶石,minecraft:dark_prismarine
暗海晶石台阶,minecraft:dark_prismarine_slab
暗海晶石楼梯,minecraft:dark_prismarine_stairs
阳光探测器,minecraft:daylight_detector
失活的脑纹珊瑚,minecraft:dead_brain_coral
失活的脑纹珊瑚块,minecraft:dead_brain_coral_block
失活的脑纹珊瑚扇,minecraft:dead_brain_coral_fan
墙上的失活脑纹珊瑚扇,minecraft:dead_brain_coral_wall_fan
失活的气泡珊瑚,minecraft:dead_bubble_coral
失活的气泡珊瑚块,minecraft:dead_bubble_coral_block
失活的气泡珊瑚扇,minecraft:dead_bubble_coral_fan
墙上的失活气泡珊瑚扇,minecraft:dead_bubble_coral_wall_fan
枯萎的灌木,minecraft:dead_bush
失活的火珊瑚,minecraft:dead_fire_coral
失活的火珊瑚块,minecraft:dead_fire_coral_block
失活的火珊瑚扇,minecraft:dead_fire_coral_fan
墙上的失活火珊瑚扇,minecraft:dead_fire_coral_wall_fan
失活的鹿角珊瑚,minecraft:dead_horn_coral
失活的鹿角珊瑚块,minecraft:dead_horn_coral_block
失活的鹿角珊瑚扇,minecraft:dead_horn_coral_fan
墙上的失活鹿角珊瑚扇,minecraft:dead_horn_coral_wall_fan
失活的管珊瑚,minecraft:dead_tube_coral
失活的管珊瑚块,minecraft:dead_tube_coral_block
失活的管珊瑚扇,minecraft:dead_tube_coral_fan
墙上的失活管珊瑚扇,minecraft:dead_tube_coral_wall_fan
深板岩,minecraft:deepslate
深板岩砖台阶,minecraft:deepslate_brick_slab
深板岩砖楼梯,minecraft:deepslate_brick_stairs
深板岩砖墙,minecraft:deepslate_brick_wall
深板岩砖,minecraft:deepslate_bricks
深层煤矿石,minecraft:deepslate_coal_ore
深层铜矿石,minecraft:deepslate_copper_ore
深层钻石矿石,minecraft:deepslate_diamond_ore
深层绿宝石矿石,minecraft:deepslate_emerald_ore
深层金矿石,minecraft:deepslate_gold_ore
深层铁矿石,minecraft:deepslate_iron_ore
深层青金石矿石,minecraft:deepslate_lapis_ore
深层红石矿石,minecraft:deepslate_redstone_ore
探测铁轨,minecraft:detector_rail
钻石块,minecraft:diamond_block
钻石矿石,minecraft:diamond_ore
闪长岩,minecraft:diorite
闪长岩台阶,minecraft:diorite_slab
闪长岩楼梯,minecraft:diorite_stairs
闪长岩墙,minecraft:diorite_wall
泥土,minecraft:dirt
土径,minecraft:dirt_path
发射器,minecraft:dispenser
龙蛋,minecraft:dragon_egg
龙首,minecraft:dragon_head
墙上的龙首,minecraft:dragon_wall_head
干海带块,minecraft:dried_kelp_block
滴水石块,minecraft:dripstone_block
投掷器,minecraft:dropper
绿宝石块,minecraft:emerald_block
绿宝石矿石,minecraft:emerald_ore
附魔台,minecraft:enchanting_table
末地折跃门,minecraft:end_gateway
末地传送门,minecraft:end_portal
末地传送门框架,minecraft:end_portal_frame
末地烛,minecraft:end_rod
末地石,minecraft:end_stone
末地石砖台阶,minecraft:end_stone_brick_slab
末地石砖楼梯,minecraft:end_stone_brick_stairs
末地石砖墙,minecraft:end_stone_brick_wall
末地石砖,minecraft:end_stone_bricks
末影箱,minecraft:ender_chest
斑驳的铜块,minecraft:exposed_copper
斑驳的切制铜块,minecraft:exposed_cut_copper
斑驳的切制铜台阶,minecraft:exposed_cut_copper_slab
斑驳的切制铜楼梯,minecraft:exposed_cut_copper_stairs
耕地,minecraft:farmland
蕨,minecraft:fern
火,minecraft:fire
火珊瑚,minecraft:fire_coral
火珊瑚块,minecraft:fire_coral_block
火珊瑚扇,minecraft:fire_coral_fan
墙上的火珊瑚扇,minecraft:fire_coral_wall_fan
制箭台,minecraft:fletching_table
花盆,minecraft:flower_pot
盛开的杜鹃花丛,minecraft:flowering_azalea
盛开的杜鹃树叶,minecraft:flowering_azalea_leaves
霜冰,minecraft:frosted_ice
熔炉,minecraft:furnace
镶金黑石,minecraft:gilded_blackstone
玻璃,minecraft:glass
玻璃板,minecraft:glass_pane
发光地衣,minecraft:glow_lichen
荧石,minecraft:glowstone
金块,minecraft:gold_block
金矿石,minecraft:gold_ore
花岗岩,minecraft:granite
花岗岩台阶,minecraft:granite_slab
花岗岩楼梯,minecraft:granite_stairs
花岗岩墙,minecraft:granite_wall
草,minecraft:grass
草方块,minecraft:grass_block
沙砾,minecraft:gravel
灰色旗帜,minecraft:gray_banner
灰色床,minecraft:gray_bed
灰色蜡烛,minecraft:gray_candle
插上灰色蜡烛的蛋糕,minecraft:gray_candle_cake
灰色地毯,minecraft:gray_carpet
灰色混凝土,minecraft:gray_concrete
灰色混凝土粉末,minecraft:gray_concrete_powder
灰色带釉陶瓦,minecraft:gray_glazed_terracotta
灰色潜影盒,minecraft:gray_shulker_box
灰色染色玻璃,minecraft:gray_stained_glass
灰色染色玻璃板,minecraft:gray_stained_glass_pane
灰色陶瓦,minecraft:gray_terracotta
墙上的灰色旗帜,minecraft:gray_wall_banner
灰色羊毛,minecraft:gray_wool
绿色旗帜,minecraft:green_banner
绿色床,minecraft:green_bed
绿色地毯,minecraft:green_carpet
绿色蜡烛,minecraft:green_candle
插上绿色蜡烛的蛋糕,minecraft:green_candle_cake
绿色混凝土,minecraft:green_concrete
绿色混凝土粉末,minecraft:green_concrete_powder
绿色带釉陶瓦,minecraft:green_glazed_terracotta
绿色潜影盒,minecraft:green_shulker_box
绿色染色玻璃,minecraft:green_stained_glass
绿色染色玻璃板,minecraft:green_stained_glass_pane
绿色陶瓦,minecraft:green_terracotta
墙上的绿色旗帜,minecraft:green_wall_banner
绿色羊毛,minecraft:green_wool
砂轮,minecraft:grindstone
垂根,minecraft:hanging_roots
干草捆,minecraft:hay_block
重质测重压力板,minecraft:heavy_weighted_pressure_plate
漏斗,minecraft:hopper
蜂蜜块,minecraft:honey_block
蜜脾块,minecraft:honeycomb_block
鹿角珊瑚,minecraft:horn_coral
鹿角珊瑚块,minecraft:horn_coral_block
鹿角珊瑚扇,minecraft:horn_coral_fan
墙上的鹿角珊瑚扇,minecraft:horn_coral_wall_fan
冰,minecraft:ice
虫蚀雕纹石砖,minecraft:infested_chiseled_stone_bricks
虫蚀圆石,minecraft:infested_cobblestone
虫蚀裂纹石砖,minecraft:infested_cracked_stone_bricks
虫蚀深板岩,minecraft:infested_deepslate
虫蚀苔石砖,minecraft:infested_mossy_stone_bricks
虫蚀石头,minecraft:infested_stone
虫蚀石砖,minecraft:infested_stone_bricks
铁栏杆,minecraft:iron_bars
铁块,minecraft:iron_block
铁门,minecraft:iron_door
铁矿石,minecraft:iron_ore
铁活板门,minecraft:iron_trapdoor
南瓜灯,minecraft:jack_o_lantern
拼图方块,minecraft:jigsaw
唱片机,minecraft:jukebox
丛林木按钮,minecraft:jungle_button
丛林木门,minecraft:jungle_door
丛林木栅栏,minecraft:jungle_fence
丛林木栅栏门,minecraft:jungle_fence_gate
丛林树叶,minecraft:jungle_leaves
丛林原木,minecraft:jungle_log
丛林木板,minecraft:jungle_planks
丛林木压力板,minecraft:jungle_pressure_plate
丛林树苗,minecraft:jungle_sapling
丛林木告示牌,minecraft:jungle_sign
丛林木台阶,minecraft:jungle_slab
丛林木楼梯,minecraft:jungle_stairs
丛林木活板门,minecraft:jungle_trapdoor
墙上的丛林木告示牌,minecraft:jungle_wall_sign
丛林木,minecraft:jungle_wood
海带,minecraft:kelp
海带植株,minecraft:kelp_plant
梯子,minecraft:ladder
灯笼,minecraft:lantern
青金石块,minecraft:lapis_block
青金石矿石,minecraft:lapis_ore
大型紫晶芽,minecraft:large_amethyst_bud
大型蕨,minecraft:large_fern
熔岩,minecraft:lava
装有熔岩的炼药锅,minecraft:lava_cauldron
讲台,minecraft:lectern
拉杆,minecraft:lever
光源方块,minecraft:light
淡蓝色旗帜,minecraft:light_blue_banner
淡蓝色床,minecraft:light_blue_bed
淡蓝色蜡烛,minecraft:light_blue_candle
插上淡蓝色蜡烛的蛋糕,minecraft:light_blue_candle_cake
淡蓝色地毯,minecraft:light_blue_carpet
淡蓝色混凝土,minecraft:light_blue_concrete
淡蓝色混凝土粉末,minecraft:light_blue_concrete_powder
淡蓝色带釉陶瓦,minecraft:light_blue_glazed_terracotta
淡蓝色潜影盒,minecraft:light_blue_shulker_box
淡蓝色染色玻璃,minecraft:light_blue_stained_glass
淡蓝色染色玻璃板,minecraft:light_blue_stained_glass_pane
淡蓝色陶瓦,minecraft:light_blue_terracotta
墙上的淡蓝色旗帜,minecraft:light_blue_wall_banner
淡蓝色羊毛,minecraft:light_blue_wool
淡灰色旗帜,minecraft:light_gray_banner
淡灰色床,minecraft:light_gray_bed
淡灰色蜡烛,minecraft:light_gray_candle
插上淡灰色蜡烛的蛋糕,minecraft:light_gray_candle_cake
淡灰色地毯,minecraft:light_gray_carpet
淡灰色混凝土,minecraft:light_gray_concrete
淡灰色混凝土粉末,minecraft:light_gray_concrete_powder
淡灰色带釉陶瓦,minecraft:light_gray_glazed_terracotta
淡灰色潜影盒,minecraft:light_gray_shulker_box
淡灰色染色玻璃,minecraft:light_gray_stained_glass
淡灰色染色玻璃板,minecraft:light_gray_stained_glass_pane
淡灰色陶瓦,minecraft:light_gray_terracotta
墙上的淡灰色旗帜,minecraft:light_gray_wall_banner
淡灰色羊毛,minecraft:light_gray_wool
轻质测重压力板,minecraft:light_weighted_pressure_plate
避雷针,minecraft:lightning_rod
丁香,minecraft:lilac
铃兰,minecraft:lily_of_the_valley
睡莲,minecraft:lily_pad
黄绿色旗帜,minecraft:lime_banner
黄绿色床,minecraft:lime_bed
黄绿色蜡烛,minecraft:lime_candle
插上黄绿色蜡烛的蛋糕,minecraft:lime_candle_cake
黄绿色地毯,minecraft:lime_carpet
黄绿色混凝土,minecraft:lime_concrete
黄绿色混凝土粉末,minecraft:lime_concrete_powder
黄绿色带釉陶瓦,minecraft:lime_glazed_terracotta
黄绿色潜影盒,minecraft:lime_shulker_box
黄绿色染色玻璃,minecraft:lime_stained_glass
黄绿色染色玻璃板,minecraft:lime_stained_glass_pane
黄绿色陶瓦,minecraft:lime_terracotta
墙上的黄绿色旗帜,minecraft:lime_wall_banner
黄绿色羊毛,minecraft:lime_wool
磁石,minecraft:lodestone
织布机,minecraft:loom
品红色旗帜,minecraft:magenta_banner
品红色床,minecraft:magenta_bed
品红色蜡烛,minecraft:magenta_candle
插上品红色蜡烛的蛋糕,minecraft:magenta_candle_cake
品红色地毯,minecraft:magenta_carpet
品红色混凝土,minecraft:magenta_concrete
品红色混凝土粉末,minecraft:magenta_concrete_powder
品红色带釉陶瓦,minecraft:magenta_glazed_terracotta
品红色潜影盒,minecraft:magenta_shulker_box
品红色染色玻璃,minecraft:magenta_stained_glass
品红色染色玻璃板,minecraft:magenta_stained_glass_pane
品红色陶瓦,minecraft:magenta_terracotta
墙上的品红色旗帜,minecraft:magenta_wall_banner
品红色羊毛,minecraft:magenta_wool
岩浆块,minecraft:magma_block
中型紫晶芽,minecraft:medium_amethyst_bud
西瓜,minecraft:melon
西瓜茎,minecraft:melon_stem
苔藓块,minecraft:moss_block
覆地苔藓,minecraft:moss_carpet
苔石,minecraft:mossy_cobblestone
苔石台阶,minecraft:mossy_cobblestone_slab
苔石楼梯,minecraft:mossy_cobblestone_stairs
苔石墙,minecraft:mossy_cobblestone_wall
苔石砖台阶,minecraft:mossy_stone_brick_slab
苔石砖楼梯,minecraft:mossy_stone_brick_stairs
苔石砖墙,minecraft:mossy_stone_brick_wall
苔石砖,minecraft:mossy_stone_bricks
移动的活塞,minecraft:moving_piston
蘑菇柄,minecraft:mushroom_stem
菌丝体,minecraft:mycelium
下界砖栅栏,minecraft:nether_brick_fence
下界砖台阶,minecraft:nether_brick_slab
下界砖楼梯,minecraft:nether_brick_stairs
下界砖墙,minecraft:nether_brick_wall
下界砖块,minecraft:nether_bricks
下界金矿石,minecraft:nether_gold_ore
下界传送门,minecraft:nether_portal
下界石英矿石,minecraft:nether_quartz_ore
下界苗,minecraft:nether_sprouts
下界疣,minecraft:nether_wart
下界疣块,minecraft:nether_wart_block
下界合金块,minecraft:netherite_block
下界岩,minecraft:netherrack
音符盒,minecraft:note_block
橡木按钮,minecraft:oak_button
橡木门,minecraft:oak_door
橡木栅栏,minecraft:oak_fence
橡木栅栏门,minecraft:oak_fence_gate
橡树树叶,minecraft:oak_leaves
橡木原木,minecraft:oak_log
橡木木板,minecraft:oak_planks
橡木压力板,minecraft:oak_pressure_plate
橡树树苗,minecraft:oak_sapling
橡木告示牌,minecraft:oak_sign
橡木台阶,minecraft:oak_slab
橡木楼梯,minecraft:oak_stairs
橡木活板门,minecraft:oak_trapdoor
墙上的橡木告示牌,minecraft:oak_wall_sign
橡木,minecraft:oak_wood
侦测器,minecraft:observer
黑曜石,minecraft:obsidian
橙色旗帜,minecraft:orange_banner
橙色床,minecraft:orange_bed
橙色蜡烛,minecraft:orange_candle
插上橙色蜡烛的蛋糕,minecraft:orange_candle_cake
橙色地毯,minecraft:orange_carpet
橙色混凝土,minecraft:orange_concrete
橙色混凝土粉末,minecraft:orange_concrete_powder
橙色带釉陶瓦,minecraft:orange_glazed_terracotta
橙色潜影盒,minecraft:orange_shulker_box
橙色染色玻璃,minecraft:orange_stained_glass
橙色染色玻璃板,minecraft:orange_stained_glass_pane
橙色陶瓦,minecraft:orange_terracotta
橙色郁金香,minecraft:orange_tulip
墙上的橙色旗帜,minecraft:orange_wall_banner
橙色羊毛,minecraft:orange_wool
滨菊,minecraft:oxeye_daisy
氧化的铜块,minecraft:oxidized_copper
氧化的切制铜块,minecraft:oxidized_cut_copper
氧化的切制铜台阶,minecraft:oxidized_cut_copper_slab
氧化的切制铜楼梯,minecraft:oxidized_cut_copper_stairs
浮冰,minecraft:packed_ice
牡丹,minecraft:peony
石化橡木台阶,minecraft:petrified_oak_slab
粉红色旗帜,minecraft:pink_banner
粉红色床,minecraft:pink_bed
粉红色蜡烛,minecraft:pink_candle
插上粉红色蜡烛的蛋糕,minecraft:pink_candle_cake
粉红色地毯,minecraft:pink_carpet
粉红色混凝土,minecraft:pink_concrete
粉红色混凝土粉末,minecraft:pink_concrete_powder
粉红色带釉陶瓦,minecraft:pink_glazed_terracotta
粉红色潜影盒,minecraft:pink_shulker_box
粉红色染色玻璃,minecraft:pink_stained_glass
粉红色染色玻璃板,minecraft:pink_stained_glass_pane
粉红色陶瓦,minecraft:pink_terracotta
粉红色郁金香,minecraft:pink_tulip
墙上的粉红色旗帜,minecraft:pink_wall_banner
粉红色羊毛,minecraft:pink_wool
活塞头,minecraft:piston_head
活塞,minecraft:piston
玩家的头,minecraft:player_head
墙上的玩家的头,minecraft:player_wall_head
灰化土,minecraft:podzol
滴水石锥,minecraft:pointed_dripstone
磨制安山岩,minecraft:polished_andesite
磨制安山岩台阶,minecraft:polished_andesite_slab
磨制安山岩楼梯,minecraft:polished_andesite_stairs
磨制玄武岩,minecraft:polished_basalt
磨制黑石,minecraft:polished_blackstone
磨制黑石砖台阶,minecraft:polished_blackstone_brick_slab
磨制黑石砖楼梯,minecraft:polished_blackstone_brick_stairs
磨制黑石砖墙,minecraft:polished_blackstone_brick_wall
磨制黑石砖,minecraft:polished_blackstone_bricks
磨制黑石按钮,minecraft:polished_blackstone_button
磨制黑石压力板,minecraft:polished_blackstone_pressure_plate
磨制黑石台阶,minecraft:polished_blackstone_slab
磨制黑石楼梯,minecraft:polished_blackstone_stairs
磨制黑石墙,minecraft:polished_blackstone_wall
磨制深板岩,minecraft:polished_deepslate
磨制深板岩台阶,minecraft:polished_deepslate_slab
磨制深板岩楼梯,minecraft:polished_deepslate_stairs
磨制深板岩墙,minecraft:polished_deepslate_wall
磨制闪长岩,minecraft:polished_diorite
磨制闪长岩台阶,minecraft:polished_diorite_slab
磨制闪长岩楼梯,minecraft:polished_diorite_stairs
磨制花岗岩,minecraft:polished_granite
磨制花岗岩台阶,minecraft:polished_granite_slab
磨制花岗岩楼梯,minecraft:polished_granite_stairs
虞美人,minecraft:poppy
马铃薯,minecraft:potatoes
金合欢树苗盆栽,minecraft:potted_acacia_sapling
绒球葱盆栽,minecraft:potted_allium
杜鹃花丛盆栽,minecraft:potted_azalea_bush
蓝花美耳草盆栽,minecraft:potted_azure_bluet
竹子盆栽,minecraft:potted_bamboo
白桦树苗盆栽,minecraft:potted_birch_sapling
兰花盆栽,minecraft:potted_blue_orchid
棕色蘑菇盆栽,minecraft:potted_brown_mushroom
仙人掌盆栽,minecraft:potted_cactus
矢车菊盆栽,minecraft:potted_cornflower
绯红菌盆栽,minecraft:potted_crimson_fungus
绯红菌索盆栽,minecraft:potted_crimson_roots
蒲公英盆栽,minecraft:potted_dandelion
深色橡树树苗盆栽,minecraft:potted_dark_oak_sapling
枯萎的灌木盆栽,minecraft:potted_dead_bush
蕨盆栽,minecraft:potted_fern
盛开的杜鹃花丛盆栽,minecraft:potted_flowering_azalea_bush
丛林树苗盆栽,minecraft:potted_jungle_sapling
铃兰盆栽,minecraft:potted_lily_of_the_valley
橡树树苗盆栽,minecraft:potted_oak_sapling
橙色郁金香盆栽,minecraft:potted_orange_tulip
滨菊盆栽,minecraft:potted_oxeye_daisy
粉红色郁金香盆栽,minecraft:potted_pink_tulip
虞美人盆栽,minecraft:potted_poppy
红色蘑菇盆栽,minecraft:potted_red_mushroom
红色郁金香盆栽,minecraft:potted_red_tulip
云杉树苗盆栽,minecraft:potted_spruce_sapling
诡异菌盆栽,minecraft:potted_warped_fungus
诡异菌索盆栽,minecraft:potted_warped_roots
白色郁金香盆栽,minecraft:potted_white_tulip
凋灵玫瑰盆栽,minecraft:potted_wither_rose
细雪,minecraft:powder_snow
装有细雪的炼药锅,minecraft:powder_snow_cauldron
动力铁轨,minecraft:powered_rail
海晶石,minecraft:prismarine
海晶石砖台阶,minecraft:prismarine_brick_slab
海晶石砖楼梯,minecraft:prismarine_brick_stairs
海晶石砖,minecraft:prismarine_bricks
海晶石台阶,minecraft:prismarine_slab
